STORE_NBR,YEARMONTH,Total_Sales,Customers,Transactions,Total_Qty
236,201808,970.8,108,142,280
236,201809,864.6,98,123,248
236,201810,879.6,97,121,242
236,201811,705.2,79,105,210
236,201812,987.0,104,140,282
236,201901,838.2,97,116,234
236,201902,914.8,104,136,274
236,201903,896.8,104,124,248
236,201904,848.0,95,118,238
236,201905,979.0,107,143,273
236,201906,785.0,91,116,232
237,201807,1448.4,128,162,324
237,201808,1367.8,135,165,313
237,201809,1322.2,126,149,299
237,201810,1348.3,123,147,299
237,201811,1397.6,132,161,320
237,201812,1265.0,124,144,289
237,201901,1219.7,117,139,277
237,201902,1404.8,126,157,314
237,201903,1208.2,119,134,274
237,201904,1204.6,120,135,272
237,201905,1199.3,129,149,272
237,201906,1153.6,119,131,262
238,201807,1086.3,110,127,251
238,201808,1241.7,124,148,283
238,201809,1243.2,121,141,284
238,201810,1054.6,99,117,233
238,201811,1222.7,119,141,278
238,201812,1107.6,109,127,256
238,201901,1276.1,121,140,284
238,201902,1018.4,103,118,236
238,201903,949.9,91,108,215
238,201904,1182.0,113,136,268
238,201905,1255.7,116,144,282
238,201906,1070.2,101,123,242
239,201807,367.9,42,44,83
239,201808,332.6,37,41,73
239,201809,348.5,37,40,77
239,201810,305.1,38,39,71
239,201811,286.1,32,35,64
239,201812,359.1,42,43,81
239,201901,405.9,47,50,95
239,201902,384.5,41,44,87
239,201903,341.1,40,40,78
239,201904,267.8,31,31,57
239,201905,341.25,40,42,78
239,201906,347.0,40,41,75
240,201807,401.7,43,48,95
240,201808,345.2,39,41,76
240,201809,465.7,50,52,102
240,201810,435.3,46,49,96
240,201811,431.9,48,50,99
240,201812,326.1,35,36,70
240,201901,384.2,42,46,88
240,201902,258.6,29,29,58
240,201903,444.2,53,55,103
240,201904,362.1,39,41,80
240,201905,445.2,47,51,98
240,201906,355.3,39,43,83
241,201807,838.8,92,121,242
241,201808,727.0,92,111,223
241,201809,830.4,92,118,236
241,201810,932.8,106,131,262
241,201811,641.2,78,89,180
241,201812,841.4,94,119,242
241,201901,843.6,89,117,236
241,201902,612.4,78,89,178
241,201903,828.6,99,122,244
241,201904,770.6,87,109,218
241,201905,702.0,94,114,207
241,201906,830.8,86,117,236
242,201807,450.0,50,51,102
242,201808,446.6,48,55,103
242,201809,473.2,50,54,108
242,201810,517.0,53,59,118
242,201811,511.6,56,59,118
242,201812,498.2,54,56,114
242,201901,526.6,56,60,120
242,201902,465.5,47,53,105
242,201903,554.9,60,62,123
242,201904,433.8,46,47,94
242,201905,442.8,46,48,99
242,201906,496.6,51,57,114
243,201807,344.4,48,51,101
243,201808,410.3,55,59,112
243,201809,391.5,48,54,106
243,201810,351.2,47,51,102
243,201811,412.0,57,60,120
243,201812,404.9,61,62,119
243,201901,421.6,62,65,128
243,201902,405.2,52,53,106
243,201903,421.4,53,57,113
243,201904,391.1,55,56,111
243,201905,394.9,60,62,106
243,201906,329.1,43,43,84
244,201807,15.3,3,3,4
244,201808,32.800000000000004,6,6,10
244,201809,32.4,6,6,10
244,201810,42.5,7,7,11
244,201811,14.3,4,4,6
244,201812,3.0,1,1,1
244,201901,39.300000000000004,4,4,9
244,201902,9.0,2,2,4
244,201903,22.8,5,5,8
244,201904,29.8,5,5,9
244,201905,21.25,4,4,6
244,201906,69.3,11,11,19
245,201807,375.2,41,43,83
245,201808,341.0,41,43,77
245,201809,340.6,40,42,79
245,201810,301.5,30,35,66
245,201811,495.1,54,59,115
245,201812,299.3,31,34,65
245,201901,345.5,41,43,80
245,201902,341.3,38,40,77
245,201903,444.3,52,54,105
245,201904,301.9,34,35,67
245,201905,322.7,35,36,70
245,201906,397.2,46,47,89
246,201807,403.4,40,44,88
246,201808,453.6,46,54,98
246,201809,498.0,48,54,108
246,201810,564.0,57,61,124
246,201811,512.4,54,56,114
246,201812,659.0,70,74,150
246,201901,459.0,49,52,106
246,201902,509.0,57,59,118
246,201903,490.0,51,55,110
246,201904,527.8,52,59,118
246,201905,425.4,45,51,97
246,201906,452.6,48,51,102
247,201807,852.4,97,126,254
247,201808,781.0,96,121,225
247,201809,852.4,95,121,244
247,201810,1002.2,106,146,294
247,201811,786.2,92,117,234
247,201812,797.6,97,121,244
247,201901,906.2,106,132,264
247,201902,930.2,100,129,258
247,201903,888.4,106,125,254
247,201904,1032.0,111,149,300
247,201905,932.5,104,141,271
247,201906,890.4,108,132,266
248,201807,386.6,56,59,110
248,201808,373.4,60,64,106
248,201809,468.1,59,63,118
248,201810,298.9,43,45,85
248,201811,363.5,52,54,102
248,201812,452.2,62,66,126
248,201901,360.3,49,54,101
248,201902,255.9,44,44,82
248,201903,266.7,46,46,87
248,201904,345.4,48,49,96
248,201905,236.6,43,44,75
248,201906,378.5,53,55,105
249,201807,250.4,43,46,73
249,201808,298.5,54,55,87
249,201809,288.4,46,46,81
249,201810,332.8,53,57,95
249,201811,229.7,37,41,68
249,201812,292.9,46,48,84
249,201901,285.4,45,48,82
249,201902,302.1,49,51,83
249,201903,284.6,49,52,82
249,201904,259.8,44,45,75
249,201905,278.4,48,52,83
249,201906,285.2,50,52,85
250,201807,1161.5,120,136,269
250,201808,1322.9,135,158,293
250,201809,939.5,94,108,211
250,201810,1127.2,109,126,248
250,201811,1045.9,100,123,242
250,201812,1173.5,112,132,264
250,201901,981.6,102,114,224
250,201902,1037.5,105,117,234
250,201903,1092.5,101,125,247
250,201904,1059.8,102,119,235
250,201905,865.4,96,106,198
250,201906,1116.9,109,128,250
251,201807,439.4,48,50,100
251,201808,348.55,37,39,78
251,201809,292.6,30,32,64
251,201810,423.4,47,48,94
251,201811,542.8,56,61,124
251,201812,454.0,52,53,105
251,201901,368.0,39,43,85
251,201902,320.0,34,36,72
251,201903,392.2,45,47,93
251,201904,456.7,49,51,103
251,201905,287.6,34,35,65
251,201906,341.2,39,40,80
252,201808,3.7,1,1,1
252,201903,3.7,1,1,1
253,201807,391.0,41,44,88
253,201808,390.3,42,45,87
253,201809,451.4,47,50,100
253,201810,403.0,40,43,86
253,201811,502.8,55,55,110
253,201812,422.6,47,50,100
253,201901,356.0,38,42,84
253,201902,310.4,31,33,66
253,201903,454.8,49,52,103
253,201904,430.0,42,48,96
253,201905,336.4,39,42,77
253,201906,470.0,50,54,108
254,201807,156.4,45,47,49
254,201808,199.9,44,46,55
254,201809,131.4,34,35,37
254,201810,108.7,29,35,35
254,201811,132.0,31,34,36
254,201812,137.3,41,43,45
254,201901,125.9,32,34,35
254,201902,95.3,27,28,28
254,201903,162.7,34,35,42
254,201904,77.4,22,23,23
254,201905,150.6,43,44,48
254,201906,143.7,36,37,39
255,201807,254.1,47,49,69
255,201808,171.9,33,35,55
255,201809,227.7,44,44,72
255,201810,235.6,43,45,70
255,201811,253.2,48,51,74
255,201812,262.4,44,45,70
255,201901,231.70000000000002,46,49,70
255,201902,215.70000000000002,42,45,65
255,201903,206.6,41,42,60
255,201904,239.4,45,48,73
255,201905,220.7,41,44,63
255,201906,316.3,61,63,89
256,201807,256.2,40,46,78
256,201808,356.6,54,57,104
256,201809,284.9,45,46,76
256,201810,278.0,43,46,81
256,201811,255.3,38,41,74
256,201812,350.2,52,56,101
256,201901,318.3,52,53,90
256,201902,253.0,43,46,74
256,201903,360.1,51,55,99
256,201904,199.0,31,32,58
256,201905,315.4,53,54,93
256,201906,264.4,42,44,76
257,201807,1062.8,118,153,310
257,201808,963.2,112,142,286
257,201809,950.8000000000001,103,129,258
257,201810,735.2,89,106,214
257,201811,1083.0,125,157,314
257,201812,882.2,97,125,250
257,201901,788.2,99,119,238
257,201902,818.6,93,116,232
257,201903,1164.8,124,166,336
257,201904,955.4,103,134,272
257,201905,856.1,105,133,251
257,201906,963.2,106,135,274
258,201807,16.2,2,2,4
258,201808,21.0,3,3,5
258,201809,40.0,6,6,12
258,201810,31.8,3,3,6
258,201811,11.8,2,2,4
258,201812,29.0,4,4,8
258,201901,35.2,7,7,14
258,201902,41.4,5,5,10
258,201903,39.0,5,5,10
258,201904,28.4,4,4,8
258,201905,23.900000000000002,4,4,6
258,201906,18.2,2,2,4
259,201807,979.4,109,139,278
259,201808,879.7,106,136,257
259,201809,1005.6,103,145,296
259,201810,878.6,92,115,234
259,201811,1064.4,109,143,292
259,201812,978.6,112,143,292
259,201901,992.2,114,134,270
259,201902,916.0,98,126,258
259,201903,1053.0,121,142,284
259,201904,1086.6,110,145,296
259,201905,873.2,104,132,243
259,201906,833.6,100,122,244
260,201807,453.0,49,53,106
260,201808,324.2,40,40,73
260,201809,412.8,46,49,97
260,201810,562.7,62,64,127
260,201811,432.6,46,49,99
260,201812,488.2,53,55,110
260,201901,347.4,38,39,80
260,201902,487.0,49,55,110
260,201903,500.2,54,59,118
260,201904,474.0,48,51,102
260,201905,486.75,53,59,111
260,201906,463.4,50,53,106
261,201807,1150.3,116,132,263
261,201808,1131.1,119,141,260
261,201809,1119.3,103,124,247
261,201810,1228.7,120,138,277
261,201811,1060.4,112,124,248
261,201812,1262.4,126,142,284
261,201901,1244.6,113,143,286
261,201902,1072.2,104,119,239
261,201903,1277.4,123,143,289
261,201904,1003.0,92,109,220
261,201905,1157.15,109,131,266
261,201906,1153.2,106,128,258
262,201807,747.9,84,108,217
262,201808,780.1,80,108,220
262,201809,661.6,80,96,192
262,201810,911.2,105,129,258
262,201811,748.2,86,104,208
262,201812,868.6,96,121,242
262,201901,642.4,85,97,196
262,201902,754.6,85,103,208
262,201903,741.8,89,106,214
262,201904,827.0,91,116,236
262,201905,655.7,81,94,182
262,201906,922.0,96,131,264
263,201807,38.7,9,9,12
263,201808,28.0,6,6,8
263,201809,21.799999999999997,4,4,6
263,201810,36.6,8,8,12
263,201811,15.799999999999999,2,2,4
263,201812,24.6,6,6,7
263,201901,21.299999999999997,5,5,6
263,201902,37.4,6,6,10
263,201903,26.0,5,5,7
263,201904,9.0,3,3,3
263,201905,8.1,2,2,2
263,201906,33.2,5,5,7
264,201807,232.6,53,53,71
264,201808,203.3,40,41,58
264,201809,199.5,45,46,60
264,201810,170.0,38,39,48
264,201811,184.5,35,37,50
264,201812,288.5,55,60,82
264,201901,247.3,48,50,68
264,201902,175.2,42,44,58
264,201903,161.0,36,40,47
264,201904,194.2,39,39,54
264,201905,242.0,47,48,65
264,201906,221.7,47,49,60
265,201807,247.8,51,54,74
265,201808,227.1,51,56,71
265,201809,133.5,30,33,40
265,201810,162.9,37,38,48
265,201811,282.8,58,63,85
265,201812,205.3,46,47,60
265,201901,176.7,33,34,48
265,201902,212.7,41,43,57
265,201903,164.1,37,37,47
265,201904,236.4,46,49,73
265,201905,181.2,36,36,50
265,201906,202.9,39,39,55
266,201807,127.3,31,33,36
266,201808,154.5,37,40,45
266,201809,139.0,36,40,41
266,201810,170.4,38,42,47
266,201811,144.2,36,39,41
266,201812,157.8,43,46,50
266,201901,148.7,44,46,47
266,201902,119.7,34,36,37
266,201903,128.2,32,33,37
266,201904,124.4,31,31,32
266,201905,166.2,44,45,48
266,201906,162.3,42,46,50
267,201807,6.199999999999999,2,2,2
267,201808,24.9,5,5,6
267,201809,23.299999999999997,5,5,6
267,201810,14.4,4,4,4
267,201811,40.3,9,9,11
267,201812,15.399999999999999,5,5,5
267,201901,34.4,9,9,10
267,201902,23.0,5,5,6
267,201903,23.6,6,6,6
267,201904,14.0,5,5,5
267,201905,37.4,7,7,8
267,201906,18.5,4,4,4
268,201807,224.0,48,52,68
268,201808,322.65,50,54,88
268,201809,174.4,31,34,50
268,201810,237.6,47,48,65
268,201811,225.4,49,51,67
268,201812,207.3,42,43,57
268,201901,157.7,37,38,47
268,201902,165.0,36,37,47
268,201903,225.0,46,47,62
268,201904,191.5,47,50,57
268,201905,245.8,48,51,67
268,201906,224.7,38,40,57
269,201807,982.0,103,138,278
269,201808,835.1,109,132,249
269,201809,886.0,100,123,248
269,201810,1078.4,111,148,296
269,201811,967.2,106,134,272
269,201812,935.4,107,132,266
269,201901,980.4,110,144,288
269,201902,955.2,103,130,266
269,201903,845.8,97,122,244
269,201904,991.2,109,138,278
269,201905,900.7,102,130,252
269,201906,864.4,99,127,254
270,201807,962.8,96,137,278
270,201808,1003.75,122,153,289
270,201809,845.4,101,126,252
270,201810,816.4,96,115,238
270,201811,965.0,101,129,266
270,201812,1038.0,101,145,298
270,201901,1066.6,117,153,310
270,201902,868.4,94,125,250
270,201903,991.2,104,142,286
270,201904,926.4,100,130,264
270,201905,897.8,98,126,250
270,201906,912.2,104,127,254
271,201807,956.6,96,127,258
271,201808,683.9,84,100,192
271,201809,798.4,91,114,228
271,201810,790.0,93,113,228
271,201811,886.4,98,120,244
271,201812,807.4,98,116,234
271,201901,842.4,92,118,240
271,201902,746.2,86,101,204
271,201903,735.8,79,101,202
271,201904,774.6,87,109,218
271,201905,771.9,96,126,234
271,201906,928.2,108,129,258
272,201807,433.1,48,52,98
272,201808,372.85,44,48,85
272,201809,304.7,32,36,71
272,201810,430.6,44,50,99
272,201811,376.2,41,45,87
272,201812,403.9,47,47,89
272,201901,423.0,46,50,96
272,201902,395.5,45,48,91
272,201903,442.3,50,53,101
272,201904,445.1,54,55,105
272,201905,314.6,34,40,71
272,201906,312.1,34,37,70
